,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
2,825,Tether USDt,USDT,tether,67216,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89596999295.46779,92609951832.05023,True,,3,,,,2023-12-03T12:17:00.000Z,1.0000725654492255,33340449971.31632,19.3401,-0.02205789,-0.03382178,-0.03208209,-0.01920561,0.01657507,0.03434851,89603500941.97092,6.0413,92616672114.81,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 17:48:54.458031
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698353.83089778,151698353.83089778,False,,4,,,,2023-12-03T12:17:00.000Z,228.09430068853098,665746353.0760876,16.1954,-0.27787682,0.24602792,-2.36020289,0.50354415,7.28599119,6.81840574,34601529932.659966,2.3327,34601529932.66,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-03T12:18:00.000Z,0.6267279760760432,915572632.5753175,33.0345,-0.25647297,2.12299022,-0.96825955,4.14799724,17.43045803,25.0030106,33773475403.096024,2.2771,62672797607.6,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:48:54.458031
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424333490.3850296,564017878.6739423,True,,6,,,,2023-12-03T12:18:00.000Z,63.4408109081982,1457705401.0714893,14.7698,-0.07592529,2.24103831,9.72516081,62.85429798,169.52262846,224.73408727,26920060725.532402,1.8148,35781751589.8,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:48:54.458031
6,3408,USDC,USDC,usd-coin,15237,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24520967232.444027,24520967232.444027,False,,7,,,,2023-12-03T12:17:00.000Z,0.9996505755737383,3728016848.764127,4.8807,-0.02131343,-0.03534254,-0.01662863,-0.06272254,-0.02665259,-0.05089081,24512399007.53745,1.6525,24512399007.54,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 17:48:54.458031
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35307944353.715,36410042820.425,False,,8,,,,2023-12-03T12:17:00.000Z,0.3936137863748704,308904396.7866747,45.5023,-0.26856518,1.15405107,0.67244608,24.17039162,53.45859101,54.06435378,13897693666.178986,0.937,17712620386.87,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142081826383.7052,142081826383.7052,True,,9,,,,2023-12-03T12:18:00.000Z,0.08488423064741588,550293646.3385724,49.1513,-0.10056011,1.11785258,9.03720394,26.52159108,38.87777107,34.46655644,12060506521.56053,0.8131,12060506521.56,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:48:54.458031
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88522077487.95638,88522119635.4479,True,,10,71659659264.0,7401378267.39342,,2023-12-03T12:17:00.000Z,0.10328514457661796,188906498.6484984,4.4313,-0.04590988,0.36228943,-4.61589351,5.70616009,16.35509073,34.49475973,9143015571.566153,0.6164,9143019924.78,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
10,1975,Chainlink,LINK,chainlink,1478,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-03T12:17:00.000Z,15.984764036767553,604780587.5663112,-0.1581,-0.38644323,2.24266373,5.40394136,45.73109998,111.07700889,162.97584832,8901115381.568779,0.6001,15984764036.77,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 17:48:54.458031
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8210013793.823056,,2023-12-03T12:18:00.000Z,2.4046904387720605,33761628.48475789,2.2966,-1.33310857,-0.03042479,1.21232632,9.91138891,20.41671886,27.25813173,8252638089.9973,0.5564,12137815731.42,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:48:54.458031
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365180769.04855895,433213679.04855895,False,,13,,,,2023-12-03T12:17:00.000Z,21.993265848623114,343374335.5673088,-10.2385,-0.18225352,0.03773018,4.67601327,88.8573864,125.48695554,122.56240468,8031517736.489596,0.5415,15835151411.01,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
13,3890,Polygon,MATIC,polygon,1119,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275203002.204464,10000000000.0,False,,14,,,,2023-12-03T12:17:00.000Z,0.809658718187979,448180548.1423509,5.3659,-0.17136483,0.01382963,4.54675135,23.96432803,38.38551606,49.49187323,7509748973.69816,0.5065,8096587181.88,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1251843942.6252005,1384104444.3335521,True,,15,,,,2023-12-03T12:17:00.000Z,5.5022891177118085,133290844.37762399,12.3668,-0.12102341,-0.42435988,3.07382756,22.01743267,36.22702689,29.0894674,6888007302.580087,0.4644,7615742821.83,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:48:54.458031
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19559731.0,19559731.0,False,,1,,,,2023-12-03T12:18:00.000Z,39474.28443186306,15876162826.68115,2.7817,-0.11538703,1.82025924,4.82523106,15.43875731,43.0533466,52.70478713,772106384904.7292,52.0525,828959973069.12,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
1,1027,Ethereum,ETH,ethereum,7947,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120234245.26881394,120234245.26881394,True,,2,,,,2023-12-03T12:18:00.000Z,2158.3018420798257,9802981596.528452,37.6289,-0.32098121,2.72590522,3.63570694,20.74506331,30.92953788,32.34512701,259501793044.7587,17.4977,259501793044.76,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
2,825,Tether USDt,USDT,tether,67216,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89596999295.46779,92609951832.05023,True,,3,,,,2023-12-03T12:17:00.000Z,1.0000725654492255,33340449971.31632,19.3401,-0.02205789,-0.03382178,-0.03208209,-0.01920561,0.01657507,0.03434851,89603500941.97092,6.0413,92616672114.81,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 17:49:25.394449
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698353.83089778,151698353.83089778,False,,4,,,,2023-12-03T12:17:00.000Z,228.09430068853098,665746353.0760876,16.1954,-0.27787682,0.24602792,-2.36020289,0.50354415,7.28599119,6.81840574,34601529932.659966,2.3327,34601529932.66,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-03T12:18:00.000Z,0.6267279760760432,915572632.5753175,33.0345,-0.25647297,2.12299022,-0.96825955,4.14799724,17.43045803,25.0030106,33773475403.096024,2.2771,62672797607.6,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424333490.3850296,564017878.6739423,True,,6,,,,2023-12-03T12:18:00.000Z,63.4408109081982,1457705401.0714893,14.7698,-0.07592529,2.24103831,9.72516081,62.85429798,169.52262846,224.73408727,26920060725.532402,1.8148,35781751589.8,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
6,3408,USDC,USDC,usd-coin,15237,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24520967232.444027,24520967232.444027,False,,7,,,,2023-12-03T12:17:00.000Z,0.9996505755737383,3728016848.764127,4.8807,-0.02131343,-0.03534254,-0.01662863,-0.06272254,-0.02665259,-0.05089081,24512399007.53745,1.6525,24512399007.54,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 17:49:25.394449
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35307944353.715,36410042820.425,False,,8,,,,2023-12-03T12:17:00.000Z,0.3936137863748704,308904396.7866747,45.5023,-0.26856518,1.15405107,0.67244608,24.17039162,53.45859101,54.06435378,13897693666.178986,0.937,17712620386.87,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142081826383.7052,142081826383.7052,True,,9,,,,2023-12-03T12:18:00.000Z,0.08488423064741588,550293646.3385724,49.1513,-0.10056011,1.11785258,9.03720394,26.52159108,38.87777107,34.46655644,12060506521.56053,0.8131,12060506521.56,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88522077487.95638,88522119635.4479,True,,10,71659659264.0,7401378267.39342,,2023-12-03T12:17:00.000Z,0.10328514457661796,188906498.6484984,4.4313,-0.04590988,0.36228943,-4.61589351,5.70616009,16.35509073,34.49475973,9143015571.566153,0.6164,9143019924.78,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
10,1975,Chainlink,LINK,chainlink,1478,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-03T12:17:00.000Z,15.984764036767553,604780587.5663112,-0.1581,-0.38644323,2.24266373,5.40394136,45.73109998,111.07700889,162.97584832,8901115381.568779,0.6001,15984764036.77,,2023-12-03T12:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-03 17:49:25.394449
11,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,12,3414166606.0,8210013793.823056,,2023-12-03T12:18:00.000Z,2.4046904387720605,33761628.48475789,2.2966,-1.33310857,-0.03042479,1.21232632,9.91138891,20.41671886,27.25813173,8252638089.9973,0.5564,12137815731.42,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:25.394449
12,5805,Avalanche,AVAX,avalanche,574,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365180769.04855895,433213679.04855895,False,,13,,,,2023-12-03T12:17:00.000Z,21.993265848623114,343374335.5673088,-10.2385,-0.18225352,0.03773018,4.67601327,88.8573864,125.48695554,122.56240468,8031517736.489596,0.5415,15835151411.01,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
13,3890,Polygon,MATIC,polygon,1119,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275203002.204464,10000000000.0,False,,14,,,,2023-12-03T12:17:00.000Z,0.809658718187979,448180548.1423509,5.3659,-0.17136483,0.01382963,4.54675135,23.96432803,38.38551606,49.49187323,7509748973.69816,0.5065,8096587181.88,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1251843942.6252005,1384104444.3335521,True,,15,,,,2023-12-03T12:17:00.000Z,5.5022891177118085,133290844.37762399,12.3668,-0.12102341,-0.42435988,3.07382756,22.01743267,36.22702689,29.0894674,6888007302.580087,0.4644,7615742821.83,,2023-12-03T12:17:00.000Z,,,,,,2023-12-03 17:49:25.394449
0,1,Bitcoin,BTC,bitcoin,10594,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19559731.0,19559731.0,False,,1,,,,2023-12-03T12:19:00.000Z,39476.19091428283,15874326995.125622,2.8028,-0.10513112,1.79871112,4.8619631,15.40171494,43.08280212,52.82723781,772143675188.0162,52.055,829000009199.94,,2023-12-03T12:19:00.000Z,,,,,,2023-12-03 17:49:56.801235
1,1027,Ethereum,ETH,ethereum,7947,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120234245.26881394,120234245.26881394,True,,2,,,,2023-12-03T12:19:00.000Z,2158.16514634258,9801971044.803734,37.5309,-0.31848577,2.65668099,3.70882938,20.70054695,30.95653117,32.38472188,259485357535.9595,17.4966,259485357535.96,,2023-12-03T12:19:00.000Z,,,,,,2023-12-03 17:49:56.801235
2,825,Tether USDt,USDT,tether,67216,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89596999295.46779,92609951832.05023,True,,3,,,,2023-12-03T12:18:00.000Z,1.0001704449762252,33340330445.8874,19.339,-0.01471923,-0.00602869,-0.03123275,0.00582658,0.01877314,0.04160159,89612270653.88255,6.0419,92625736733.09,,2023-12-03T12:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-03 17:49:56.801235
3,1839,BNB,BNB,bnb,1810,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151698353.83089778,151698353.83089778,False,,4,,,,2023-12-03T12:18:00.000Z,228.0882108005321,665813160.7096354,16.2071,-0.27906727,0.22885946,-2.37426217,0.48164595,7.28550431,6.81582311,34600606106.67552,2.3326,34600606106.68,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:56.801235
4,52,XRP,XRP,xrp,1162,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-03T12:19:00.000Z,0.6262187046685723,915789273.2267268,33.0917,-0.52697839,2.03346193,-1.07381438,4.07106078,17.20758593,24.98401627,33746031494.398335,2.2753,62621870466.86,,2023-12-03T12:19:00.000Z,,,,,,2023-12-03 17:49:56.801235
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424333490.3850296,564017878.6739423,True,,6,,,,2023-12-03T12:19:00.000Z,63.41859567434479,1457465922.2509325,14.6661,-0.09282504,2.04360023,9.7404772,62.53067164,169.33520267,224.83360919,26910634057.81167,1.8142,35769221800.72,,2023-12-03T12:19:00.000Z,,,,,,2023-12-03 17:49:56.801235
6,3408,USDC,USDC,usd-coin,15237,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24520967232.444027,24520967232.444027,False,,7,,,,2023-12-03T12:18:00.000Z,0.9997558829722818,3727850903.61703,4.8761,-0.01254649,-0.01574746,-0.01549024,-0.02804822,-0.02089538,-0.03987028,24514981246.80647,1.6527,24514981246.81,,2023-12-03T12:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-03 17:49:56.801235
7,2010,Cardano,ADA,cardano,989,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35307944353.715,36410042820.425,False,,8,,,,2023-12-03T12:18:00.000Z,0.39365036042298457,308915125.5816432,45.4939,-0.2517156,1.16278436,0.67549412,24.1774108,53.46765022,54.08048345,13898985020.634592,0.9371,17714266219.03,,2023-12-03T12:18:00.000Z,,,,,,2023-12-03 17:49:56.801235
8,74,Dogecoin,DOGE,dogecoin,836,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142081826383.7052,142081826383.7052,True,,9,,,,2023-12-03T12:19:00.000Z,0.08493016154865198,550254605.659452,49.1652,-0.06752035,1.15409244,9.12120213,26.57298214,38.89932923,34.57764759,12067032467.895605,0.8135,12067032467.9,,2023-12-03T12:19:00.000Z,,,,,,2023-12-03 17:49:56.801235
